Gene A	Gene B	Uniprot A	Uniprot B	Symbol A	Symbol B	p(Wrong)	p(No Interaction)	p(Interaction)
3608	55299	Q12905	Q8TDN6	ILF2	BRIX1	8.82578687938387e-13	0.039077917522385	0.960922082476732
3608	8886	Q12905	Q9NVP1	ILF2	DDX18	1.71698865314786e-13	0.102500261287554	0.897499738712275
3608	23560	Q12905	Q9BZE4	ILF2	GTPBP4	6.26699803712661e-12	0.0288311317021536	0.971168868291579
3608	6138	Q12905	P61313	ILF2	RPL15	1.30327343813691e-14	0.114269090412749	0.885730909587238
3608	9933	Q12905	Q15397	ILF2	KIAA0020	2.7453546323911e-11	0.147735931789317	0.85226406818323
3608	3183	Q12905	P07910-2	ILF2	HNRNPC	1.79987178354139e-10	0.114348323071872	0.88565167674814
3608	64794	Q12905	Q9H8H2	ILF2	DDX31	1.55781699956906e-12	0.0673111761545803	0.932688823843862
3608	4931	Q12905	O15381	ILF2	NVL	3.85652383909813e-13	0.187309905114116	0.812690094885499
3608	91746	Q12905	Q96MU7-2	ILF2	YTHDC1	3.3128908934391e-7	0.225779286735573	0.774220381975338
3608	22913	Q12905	Q9UKM9-2	ILF2	RALY	1.5462892275023e-11	0.0357066782128464	0.964293321771691
3608	23405	Q12905	Q9UPY3	ILF2	DICER1	9.73341053935111e-13	0.237517381166814	0.762482618832213
3608	84154	Q12905	Q9H7B2	ILF2	RPF2	8.59430939598026e-14	0.112960110605127	0.887039889394787
3608	55170	Q12905	Q96LA8	ILF2	PRMT6	1.90888985651383e-6	0.00319351494251405	0.99680457616763
3608	26155	Q12905	Q9Y3T9	ILF2	NOC2L	1.15116844702719e-10	0.169162028845299	0.830837971039584
3608	494115	Q12905	Q96E39	ILF2	RBMXL1	3.32807664678527e-10	0.0000890442646114096	0.999910955402581
3608	201161	Q12905	Q7Z7K6-3	ILF2	CENPV	0.00802844966868108	0.0202511678041221	0.971720382527197
3608	692312	Q12905	Q9NQ55-2	ILF2	PPAN-P2RY11	1.51804934771703e-12	0.192619899291231	0.807380100707251
3608	26024	Q12905	O75127	ILF2	PTCD1	1.31391066661562e-11	0.109852159661034	0.890147840325827
3608	10605	Q12905	Q9H074-2	ILF2	PAIP1	9.2688051511364e-15	0.19889858024595	0.80110141975404
3608	92856	Q12905	Q96G21	ILF2	IMP4	5.57363586338443e-8	0.0776749380431515	0.92232500622049
3608	8575	Q12905	O75569	ILF2	PRKRA	6.16260416023866e-13	0.00185798479554775	0.998142015203836
3608	7570	Q12905	P17026	ILF2	ZNF22	1.4310646960275e-6	0.195022601365389	0.804975967569915
3608	6895	Q12905	Q15633-2	ILF2	TARBP2	9.39114130173831e-9	0.0275803092584826	0.972419681350376
3608	51362	Q12905	O60508	ILF2	CDC40	2.77145555194803e-6	0.0783571663877619	0.921640062156686
419	23195	Q5J1K9	Q9NU22	ART3	MDN1	2.14363209229173e-13	0.225119840524425	0.774880159475361
419	479	Q5J1K9	P54707-2	ART3	ATP12A	2.11843020443504e-11	0.0216422160703344	0.978357783908481
419	84720	Q5J1K9	Q8TEQ8-2	ART3	PIGO	1.12513172662043e-9	0.138597319107899	0.861402679766969
419	116442	Q5J1K9	Q96DA2	ART3	RAB39B	5.34330981535716e-6	0.0013343712675906	0.998660285422594
419	11269	Q5J1K9	Q9UMR2-2	ART3	DDX19B	1.6587723099111e-11	0.0842415150423513	0.915758484941061
419	9557	Q5J1K9	Q86WJ1-2	ART3	CHD1L	7.79616857527714e-9	0.0104179783256052	0.989582013878226
419	51626	Q5J1K9	Q8TCX1-2	ART3	DYNC2LI1	0.0000140760945741714	0.159943286946522	0.840042636958903
419	5066	Q5J1K9	P19021	ART3	PAM	1.11862351370677e-9	0.170452938183567	0.829547060697809
419	4669	Q5J1K9	P54802	ART3	NAGLU	2.23939848219507e-14	0.239885015998234	0.760114984001743
419	153642	Q5J1K9	Q6UWY0	ART3	ARSK	9.5374353627152e-6	0.0447060789766047	0.955284383588033
419	259217	Q5J1K9	O43301	ART3	HSPA12A	1.74120067683397e-9	0.182544687324266	0.817455310934533
419	23171	Q5J1K9	Q8N335	ART3	GPD1L	2.35197063461857e-12	0.0847115415128262	0.915288458484822
419	3679	Q5J1K9	Q13683-12	ART3	ITGA7	1.41411695715298e-9	0.213333760928427	0.786666237657456
419	4249	Q5J1K9	Q09328	ART3	MGAT5	0.00312288016172755	0.209952031678671	0.786925088159602
419	445571	Q5J1K9	Q5JTY5	ART3	CBWD3	7.86443274469147e-9	0.00751110187688571	0.992488890258682
419	56983	Q5J1K9	Q8NBL1	ART3	POGLUT1	1.35036012194609e-11	0.159731335779554	0.840268664206943
419	6687	Q5J1K9	Q9UQ90	ART3	SPG7	3.79660918244546e-8	0.128783091989949	0.871216870043959
419	5664	Q5J1K9	P49810	ART3	PSEN2	3.94438985262986e-9	0.171047230292827	0.828952765762783
419	5605	Q5J1K9	P36507	ART3	MAP2K2	0.000022174520529591	0.0633332590095221	0.936644566469948
419	10066	Q5J1K9	O15127	ART3	SCAMP2	5.4078741631321e-7	0.159330199211913	0.84066926000067
419	51809	Q5J1K9	Q86SF2	ART3	GALNT7	6.1203003493522e-13	0.0438154108130468	0.956184589186341
419	8516	Q5J1K9	P53708	ART3	ITGA8	0.000212726841571196	0.0311024239288227	0.968684849229606
3785	51280	O43526-3	Q8NBJ4-2	KCNQ2	GOLM1	1.9367235263347e-12	0.00259426341365641	0.997405736584407
54793	2192	Q7L273	P23142-3	KCTD9	FBLN1	9.92078309238488e-8	0.172838169266432	0.827161731525737
89884	79598	Q969G2	Q8IW35	LHX4	CEP97	8.16932208593571e-13	0.159617473183	0.840382526816183
89884	64763	Q969G2	Q6ZN55-2	LHX4	ZNF574	3.35346464083181e-11	0.135741198784743	0.864258801181722
89884	5119	Q969G2	Q9HD42	LHX4	CHMP1A	0.0399023456006543	0.00336209987450507	0.956735554524841
89884	26999	Q969G2	Q96F07-2	LHX4	CYFIP2	3.40241637288762e-14	0.00985185920909834	0.990148140790868
89884	23191	Q969G2	Q7L576	LHX4	CYFIP1	8.45852468059666e-12	0.202330095995318	0.797669903996224
89884	5612	Q969G2	O43422	LHX4	PRKRIR	1.37261657326607e-10	0.000182398441011703	0.999817601421727
89884	196528	Q969G2	Q68CP9-3	LHX4	ARID2	4.18890249338876e-10	0.00754454610743355	0.992455453473676
89884	8861	Q969G2	Q86U70-2	LHX4	LDB1	3.37011407009489e-9	0.00143367033525208	0.998566326294634
89884	64843	Q969G2	Q96A47	LHX4	ISL2	1.65368955027879e-11	0.00899840611105943	0.991001593872404
89884	3670	Q969G2	P61371	LHX4	ISL1	0.00200917975340896	0.00240776912477843	0.995583051121813
89884	4089	Q969G2	Q13485	LHX4	SMAD4	5.62459676930058e-6	1.67711712009593e-7	0.999994207691519
89884	10152	Q969G2	Q9NYB9-2	LHX4	ABI2	1.81451129127107e-8	0.000744230998176154	0.999255750856711
89884	10006	Q969G2	Q8IZP0-10	LHX4	ABI1	1.65047501106369e-10	0.031570461536932	0.96842953829802
89884	10163	Q969G2	Q9Y6W5	LHX4	WASF2	8.64559933410012e-6	0.00120681018152388	0.998784544219142
89884	148423	Q969G2	Q8N6N3-2	LHX4	C1orf52	0.00251109874279497	0.00485923909769966	0.992629662159505
89884	8816	Q969G2	Q96JK2	LHX4	DCAF5	5.75348765750436e-13	0.130331531542247	0.869668468457178
79888	583	Q8NF37	Q9BXC9	LPCAT1	BBS2	4.36497184746108e-13	0.086881791604966	0.913118208394598
79888	55154	Q8NF37	Q9BUK6-2	LPCAT1	MSTO1	0.000016661777521508	0.0163836028925213	0.983599735329957
79888	11001	Q8NF37	O14975	LPCAT1	SLC27A2	7.11943338537764e-13	0.00298060199111468	0.997019398008173
79888	85440	Q8NF37	Q96N67-2	LPCAT1	DOCK7	4.42851197196189e-12	0.12528804978924	0.874711950206332
79888	23181	Q8NF37	Q14689	LPCAT1	DIP2A	5.74196088954987e-13	0.0396911804512281	0.960308819548198
51631	51574	Q9Y383-2	Q4G0J3	LUC7L2	LARP7	1.09744815195435e-13	0.175224887027815	0.824775112972076
51631	124245	Q9Y383-2	Q86VM9	LUC7L2	ZC3H18	1.2288404107512e-13	0.000330235955471701	0.999669764044405
51631	79576	Q9Y383-2	Q8N5F7	LUC7L2	NKAP	1.97647920998711e-7	0.0506774340395248	0.949322368312554
51631	9774	Q9Y383-2	Q9NYF8-2	LUC7L2	BCLAF1	1.27180441752345e-16	0.000616266854099935	0.9993837331459
51631	9967	Q9Y383-2	Q9Y2W1	LUC7L2	THRAP3	1.84225987140042e-13	0.0104872475207519	0.989512752479064
51631	8899	Q9Y383-2	Q13523	LUC7L2	PRPF4B	3.81179735809773e-9	0.0752500142698548	0.924749981918348
51631	26093	Q9Y383-2	Q9Y3X0	LUC7L2	CCDC9	3.41888239577375e-9	0.0000437829716199795	0.999956213609498
51631	22985	Q9Y383-2	Q9UKV3-2	LUC7L2	ACIN1	4.42672980312288e-10	4.50645505366286e-6	0.999995493102273
51631	55421	Q9Y383-2	Q53F19-2	LUC7L2	C17orf85	4.41275414292269e-12	0.000552790252425337	0.999447209743162
51631	708	Q9Y383-2	Q07021	LUC7L2	C1QBP	3.82558282493523e-11	0.0119772802891459	0.988022719672598
51631	6732	Q9Y383-2	Q96SB4	LUC7L2	SRPK1	1.24613909524827e-6	0.0309307880707418	0.969067965790163
51631	6733	Q9Y383-2	P78362-2	LUC7L2	SRPK2	1.15067843612602e-15	0.00522876504988749	0.994771234950111
51631	8761	Q9Y383-2	Q13310-2	LUC7L2	PABPC4	1.04918753161114e-15	0.11307686786858	0.886923132131419
51631	23131	Q9Y383-2	Q9UKJ3-2	LUC7L2	GPATCH8	1.16806504931431e-8	6.77470389499543e-7	0.99999931084896
51631	11338	Q9Y383-2	P26368-2	LUC7L2	U2AF2	7.35299944934427e-12	0.0554271428438183	0.944572857148829
51631	10605	Q9Y383-2	Q9H074-2	LUC7L2	PAIP1	9.53711447700634e-7	0.151998281685225	0.848000764603328
51631	63893	Q9Y383-2	Q9C0C9	LUC7L2	UBE2O	1.63901435324403e-10	0.0871717365946384	0.91282826324146
51631	55696	Q9Y383-2	Q9NW64-2	LUC7L2	RBM22	0.00076737449515287	0.193060089410559	0.806172536094288
51631	56257	Q9Y383-2	Q7L2J0	LUC7L2	MEPCE	6.09906034321373e-13	0.00545801411181641	0.994541985887574
51631	5411	Q9Y383-2	Q9H307	LUC7L2	PNN	3.54546652647623e-12	0.000153987381214421	0.99984601261524
51631	23367	Q9Y383-2	Q6PKG0	LUC7L2	LARP1	1.03967761283147e-12	0.0980200386586275	0.901979961340333
51631	55132	Q9Y383-2	Q659C4-2	LUC7L2	LARP1B	1.65571715144466e-8	0.194945014561314	0.805054968881514
51631	6426	Q9Y383-2	Q07955-2	LUC7L2	SRSF1	3.88479147061745e-12	0.0973670902031692	0.902632909792946
51631	10921	Q9Y383-2	Q15287-2	LUC7L2	RNPS1	5.06480273225108e-10	0.0000543033666303022	0.999945696126889
51631	22938	Q9Y383-2	Q13573	LUC7L2	SNW1	2.09771239584799e-14	0.0299169073708443	0.970083092629135
51631	11129	Q9Y383-2	Q8N2M8-3	LUC7L2	CLASRP	4.01874138367749e-9	1.6785801992257e-7	0.999999828123239
51631	23210	Q9Y383-2	Q6NYC1-2	LUC7L2	JMJD6	7.50990037594742e-11	0.0000122732872093568	0.999987726637692
51631	400961	Q9Y383-2	Q9ULR5	LUC7L2	PAIP2B	2.1846386927027e-10	0.000464243297775269	0.999535756483761
51631	51593	Q9Y383-2	Q9BXP5-2	LUC7L2	SRRT	2.95308183472902e-11	0.0591318527672011	0.940868147203268
51631	1457	Q9Y383-2	P68400	LUC7L2	CSNK2A1	6.38238732143343e-16	0.0123813531701523	0.987618646829847
51631	151903	Q9Y383-2	Q8WUD4	LUC7L2	CCDC12	1.8745546494197e-6	0.112458259811965	0.887539865633386
51631	51747	Q9Y383-2	O95232	LUC7L2	LUC7L3	1.46098730688538e-11	0.193244787127187	0.806755212858203
51631	4343	Q9Y383-2	Q9HCE1	LUC7L2	MOV10	1.06677428455436e-11	0.188028451454195	0.811971548535137
51631	51362	Q9Y383-2	O60508	LUC7L2	CDC40	1.05275845658395e-10	0.00328898927366381	0.99671101062106
51631	9879	Q9Y383-2	Q7L014	LUC7L2	DDX46	1.02978926025149e-7	0.000018031948662972	0.999981865072411
51631	10291	Q9Y383-2	Q15459	LUC7L2	SF3A1	2.07486060600093e-11	0.149030706103559	0.850969293875692
51631	79882	Q9Y383-2	Q6PJT7-2	LUC7L2	ZC3H14	1.1667864054009e-8	0.000824435988336425	0.9991755523438
51631	11052	Q9Y383-2	Q16630-2	LUC7L2	CPSF6	3.0997612088727e-10	0.0788322903929897	0.921167709297034
51631	11017	Q9Y383-2	Q8WVK2	LUC7L2	SNRNP27	0.00990858455373425	2.40926494097152e-6	0.990089006181325
51631	1198	Q9Y383-2	P49761-1	LUC7L2	CLK3	1.49736269215241e-9	0.000101661789650474	0.999898336712987
51631	3550	Q9Y383-2	Q13123	LUC7L2	IK	9.80711646213147e-9	0.1025519112639	0.897448078928983
51631	22794	Q9Y383-2	O15234	LUC7L2	CASC3	1.08148244909143e-9	0.00230908156488125	0.997690917353636
51631	25940	Q9Y383-2	Q8NCA5-2	LUC7L2	FAM98A	1.2854548103457e-10	0.129954559920626	0.870045439950829
51631	2512	Q9Y383-2	P02792	LUC7L2	FTL	9.68976603547976e-12	0.0143741856240089	0.985625814366301
51631	6625	Q9Y383-2	P08621-2	LUC7L2	SNRNP70	5.78031635573977e-11	0.224152102160796	0.775847897781401
51631	23609	Q9Y383-2	Q9H000	LUC7L2	MKRN2	0.0151857170228783	0.0590578969934867	0.925756385983635
51631	9169	Q9Y383-2	Q99590-2	LUC7L2	SCAF11	1.95236930764356e-11	0.000155202087859553	0.999844797892617
51631	23608	Q9Y383-2	Q9UHC7-2	LUC7L2	MKRN1	0.0452852510767327	0.00291923292516143	0.951795515998106
51631	6434	Q9Y383-2	P62995-3	LUC7L2	TRA2B	9.7432810911587e-12	0.0632413454601772	0.936758654530079
51631	10929	Q9Y383-2	Q9BRL6-2	LUC7L2	SRSF8	0.000215345377596861	0.000278360765922008	0.999506293856481
51631	6432	Q9Y383-2	Q16629-2	LUC7L2	SRSF7	3.57439298323349e-13	0.172324309903064	0.827675690096578
51631	135295	Q9Y383-2	Q8WXF0	LUC7L2	SRSF12	6.52218638532794e-9	0.000464281955793676	0.99953571152202
51631	10772	Q9Y383-2	O75494-2	LUC7L2	SRSF10	2.44773237020168e-12	0.0124432106045426	0.98755678939301
51631	140890	Q9Y383-2	Q8WXA9-2	LUC7L2	SREK1	0.0141210023470731	0.017529843280195	0.968349154372732
51631	1196	Q9Y383-2	P49760-3	LUC7L2	CLK2	4.35417958639001e-12	0.000341514554264652	0.999658485441381
4176	51699	P33993	Q9UBQ0-2	MCM7	VPS29	3.90216717745117e-12	0.140300472214615	0.859699527781483
4176	55737	P33993	Q96QK1	MCM7	VPS35	1.69681383583179e-10	0.000392383245090451	0.999607616585228
4176	4171	P33993	P49736	MCM7	MCM2	5.67668290561796e-11	0.226563324076143	0.773436675867091
4176	8914	P33993	Q9UNS1-2	MCM7	TIMELESS	2.95478277176915e-11	0.000113712260181937	0.99988628771027
4176	440193	P33993	Q9P219	MCM7	CCDC88C	4.3854913704307e-12	0.0000405912252720832	0.999959408770343
4176	9559	P33993	O75436	MCM7	VPS26A	5.40140299617639e-14	0.0000176958578137199	0.999982304142132
4176	10013	P33993	Q9UBN7	MCM7	HDAC6	2.57298279611421e-6	0.000135258915671354	0.999862168101532
4176	80184	P33993	O15078-2	MCM7	CEP290	0.00713640208518285	0.00143780162941797	0.991425796285399
4176	51659	P33993	Q9Y248	MCM7	GINS2	2.70732100798136e-9	0.000643073239030523	0.999356924053648
4176	84296	P33993	Q9BRT9	MCM7	GINS4	3.80457058874574e-14	0.0902567066050795	0.909743293394882
254394	84515	Q9NXL9	Q9UJA3-3	MCM9	MCM8	1.01497978794493e-13	1.13175469567117e-7	0.999999886824429
79148	27044	Q9H239	Q7KZF4	MMP28	SND1	1.91205272165411e-11	0.176574684836761	0.823425315144118
79148	55128	Q9H239	Q6AZZ1	MMP28	TRIM68	7.00355680225291e-9	0.0399325629844524	0.960067430011991
340156	3320	Q86YV6	P07900-2	MYLK4	HSP90AA1	1.82871087951305e-14	0.0708538909296868	0.929146109070295
340156	3326	Q86YV6	P08238	MYLK4	HSP90AB1	1.82030692747541e-15	0.0644410100679543	0.935558989932044
340156	664618	Q86YV6	Q58FF6	MYLK4	HSP90AB4P	3.50555187565626e-10	6.29880415276185e-7	0.999999369769029
340156	3327	Q86YV6	Q58FF7	MYLK4	HSP90AB3P	2.16114055309414e-9	4.5065078896332e-7	0.999999547188071
340156	730211	Q86YV6	Q58FG0	MYLK4	HSP90AA5P	9.30752352030575e-13	0.000481085529202727	0.999518914469867
340156	11140	Q86YV6	Q16543	MYLK4	CDC37	7.27885801967525e-13	0.12208164450613	0.877918355493142
340156	55578	Q86YV6	Q8NEM7-2	MYLK4	FAM48A	0.00364812964594829	0.00368804047970018	0.992663829874352
4673	6152	P55209	P83731	NAP1L1	RPL24	3.18092287126739e-11	0.00216772371683311	0.997832276251358
4673	4676	P55209	Q99733	NAP1L1	NAP1L4	1.09418146169569e-9	0.039100552964617	0.960899445941201
4673	10916	P55209	Q9UNF1-2	NAP1L1	MAGED2	1.35118180763662e-9	0.115011131145272	0.884988867503546
4673	51491	P55209	Q9Y3C1	NAP1L1	NOP16	3.81178373431003e-12	0.0202021509397154	0.979797849056473
4673	63893	P55209	Q9C0C9	NAP1L1	UBE2O	3.52689095527025e-11	0.0139911490720282	0.986008850892703
4673	8969	P55209	P0C0S8	NAP1L1	HIST1H2AG	1.84369792060413e-7	0.183914013721235	0.816085801908973
4673	317772	P55209	Q8IUE6	NAP1L1	HIST2H2AB	2.51019851021045e-6	0.0247977923810075	0.975199697420482
4673	1964	P55209	P47813	NAP1L1	EIF1AX	2.1342317618148e-13	0.0262228606920943	0.973777139307692
4673	2339	P55209	P49354-2	NAP1L1	FNTA	2.04543964598896e-12	0.000851086019726189	0.999148913978228
4673	6166	P55209	Q969Q0	NAP1L1	RPL36AL	1.17113358723937e-10	0.0000295963600688845	0.999970403522818
4673	6173	P55209	P83881	NAP1L1	RPL36A	5.8132238742933e-10	0.113539133445716	0.886460865972962
4673	55188	P55209	Q9NVN3-1	NAP1L1	RIC8B	6.52249054408977e-12	0.00686987165903846	0.993130128334439
4673	6139	P55209	P18621	NAP1L1	RPL17	1.34338639677237e-10	0.0536337841879234	0.946366215677738
4673	2342	P55209	P49356	NAP1L1	FNTB	4.6133941606633e-21	9.322320859206e-6	0.99999067767914
4673	57669	P55209	Q9HCM4-3	NAP1L1	EPB41L5	4.56778009133747e-12	0.00896017127974876	0.991039828715683
4673	55153	P55209	Q9NVU7	NAP1L1	SDAD1	2.33090330526675e-10	0.00322651570563433	0.996773484061275
10062	6801	Q13133-2	O43815-2	NR1H3	STRN	4.15129133530612e-13	0.000516433236113071	0.999483566763472
10062	29966	Q13133-2	Q13033-2	NR1H3	STRN3	6.49844155372997e-11	0.00871545613546912	0.991284543799547
10062	29888	Q13133-2	Q9NRL3	NR1H3	STRN4	7.31738863118881e-12	0.00161320755157749	0.998386792441105
10062	4289	Q13133-2	Q9UL63	NR1H3	MKLN1	6.31440768637691e-8	0.2396241740577	0.760375762798223
10062	84301	Q13133-2	Q5TDH0-3	NR1H3	DDI2	3.69351549442734e-11	0.000975537913857915	0.999024462049207
5025	79415	Q99571	Q9BQA9	P2RX4	C17orf62	1.83583409278905e-10	0.0000514621766370021	0.99994853763978
5025	8893	Q99571	Q13144	P2RX4	EIF2B5	6.98344926620618e-14	0.000957597211709211	0.999042402788221
5025	23065	Q99571	Q8N766-2	P2RX4	KIAA0090	5.19972694542952e-10	0.118589443541035	0.881410555938992
5025	2222	Q99571	P37268	P2RX4	FDFT1	1.06917423504271e-7	0.0316709316304621	0.968328961452114
5025	51566	Q99571	Q9UH62	P2RX4	ARMCX3	4.5053341867489e-10	0.075985682581584	0.924014316967883
5025	9917	Q99571	O75063	P2RX4	FAM20B	6.25933045658965e-12	0.0000978808969451125	0.999902119096796
5025	1967	Q99571	Q14232	P2RX4	EIF2B1	6.77807447456476e-12	0.0205472559940811	0.979452743999141
5025	2589	Q99571	Q10472	P2RX4	GALNT1	2.7079107825658e-13	0.0437600805805873	0.956239919419142
5025	9517	Q99571	O15270	P2RX4	SPTLC2	1.10471785225975e-11	0.0949082595345251	0.905091740454428
5025	84302	Q99571	Q9BRR3	P2RX4	C9orf125	1.93432393547384e-12	0.166452199942441	0.833547800055624
5025	9653	Q99571	Q7LGA3	P2RX4	HS2ST1	1.21713713754767e-10	0.16531632819463	0.834683671683656
5025	5283	Q99571	Q14442	P2RX4	PIGH	0.0000205519055424791	0.000171293073636763	0.999808155020821
5025	23534	Q99571	Q9Y5L0-1	P2RX4	TNPO3	1.26232439939546e-10	0.018966257642014	0.981033742231754
5025	79934	Q99571	Q96D53-2	P2RX4	ADCK4	3.69076367633991e-13	0.18514421303752	0.814855786962111
5025	8891	Q99571	Q9NR50	P2RX4	EIF2B3	2.06808876494307e-11	0.00252055127397858	0.997479448705341
5025	8890	Q99571	Q9UI10-2	P2RX4	EIF2B4	1.33499170254284e-13	0.0206228746611065	0.97937712533876
5025	113174	Q99571	Q96ER3	P2RX4	SAAL1	3.19972985549911e-9	0.228122426686943	0.771877570113327
5025	8892	Q99571	P49770	P2RX4	EIF2B2	4.04205820168089e-13	0.0331151640186459	0.96688483598095
5025	131118	Q99571	Q96DA6	P2RX4	DNAJC19	0.000204817366986454	0.0294500008715156	0.970345181761498
5025	3764	Q99571	Q15842	P2RX4	KCNJ8	4.76223750093377e-13	0.0464325019793082	0.953567498020216
5025	56851	Q99571	Q9NPA0	P2RX4	C15orf24	0.0000114546729505424	0.00318216998684183	0.996806375340208
5025	201164	Q99571	Q8N2A8	P2RX4	PLD6	0.0263915181812058	0.000388820245643313	0.973219661573151
5071	23532	O60260-5	P78395	PARK2	PRAME	0.0314939999376819	0.00827802240551834	0.9602279776568
5071	23178	O60260-5	Q96RG2-2	PARK2	PASK	6.91320551011486e-14	0.00955718510760353	0.990442814892327
5071	5833	O60260-5	Q99447	PARK2	PCYT2	2.55935630641491e-11	0.176022327571397	0.823977672403009
5833	3636	Q99447	O15357	PCYT2	INPPL1	2.2457366332117e-9	0.0101766139176657	0.989823383836598
51268	54859	Q9P0Z9	Q0PNE2-2	PIPOX	C3orf75	4.26855351450779e-9	0.0000429133998084486	0.999957082331638
51268	2289	Q9P0Z9	Q13451	PIPOX	FKBP5	1.02310145803434e-11	0.0454730304756415	0.954526969514127
51268	8774	Q9P0Z9	Q99747	PIPOX	NAPG	1.87954317922895e-8	0.00551787452622354	0.994482106678345
51268	26610	Q9P0Z9	Q96EB1-2	PIPOX	ELP4	1.61570659300473e-14	7.48875710234251e-7	0.999999251124274
51268	7764	Q9P0Z9	O75362	PIPOX	ZNF217	4.28674266592068e-9	0.0000773968175377858	0.99992259889572
51268	23587	Q9P0Z9	Q8TE02-4	PIPOX	C17orf81	8.48348431973106e-7	6.97322307516895e-6	0.999992178428493
84725	51054	Q96JA3	O95397	PLEKHA8	PLEKHA8P1	2.99602783260342e-11	1.58775255812128e-9	0.999999998382287
56983	23352	Q8NBL1	Q5T4S7-2	POGLUT1	UBR4	7.79268266235646e-11	0.212887396910936	0.787112603011137
56983	821	Q8NBL1	P27824	POGLUT1	CANX	1.83317496437391e-12	0.215563248197643	0.784436751800524
56983	23140	Q8NBL1	O43149	POGLUT1	ZZEF1	1.83032653760371e-11	0.0880417780554001	0.911958221926297
56983	79654	Q8NBL1	Q5T447	POGLUT1	HECTD3	1.75663028512149e-11	0.0802748393929993	0.919725160589434
56983	55454	Q8NBL1	Q8N6G5-2	POGLUT1	CSGALNACT2	1.98413921724451e-9	0.00364728565742229	0.996352712358438
56983	5445	Q8NBL1	Q15165-1	POGLUT1	PON2	2.8480287820186e-19	0.16505393245116	0.83494606754884
56983	100510688	Q8NBL1	Q5SP12	POGLUT1	LOC100510688	0.0000906800128071297	0.0264289532890936	0.973480366698099
56983	56888	Q8NBL1	Q9P0J7	POGLUT1	KCMF1	1.70918809989048e-12	0.0899560615719557	0.910043938426335
11228	23368	Q8NHQ8-2	Q96KQ4	RASSF8	PPP1R13B	1.82703634586871e-11	3.08555263076182e-6	0.999996914429099
11228	7159	Q8NHQ8-2	Q13625-2	RASSF8	TP53BP2	2.97155080761466e-11	6.81934312294953e-7	0.999999318035972
11228	56288	Q8NHQ8-2	Q8TEW0-10	RASSF8	PARD3	3.27812332244059e-13	2.97646261155769e-8	0.999999970235046
11228	2801	Q8NHQ8-2	Q08379	RASSF8	GOLGA2	4.30059838213886e-14	0.00505315299078586	0.994946847009171
11228	5584	Q8NHQ8-2	P41743	RASSF8	PRKCI	8.55955714350204e-11	0.0407590010822889	0.959240998832116
11228	57621	Q8NHQ8-2	Q8N680	RASSF8	ZBTB2	3.08901689828806e-11	0.000133098544831182	0.999866901424279
11228	5108	Q8NHQ8-2	Q15154-2	RASSF8	PCM1	7.22785784364806e-11	0.0000647465625979629	0.999935253365124
11228	51193	Q8NHQ8-2	Q9UID6	RASSF8	ZNF639	3.37613724657852e-9	4.60708463939004e-6	0.999995389539223
11228	25886	Q8NHQ8-2	Q8NBT0	RASSF8	POC1A	2.45975098490682e-14	0.0000841797183272398	0.999915820281648
11228	80233	Q8NHQ8-2	Q0VG06-3	RASSF8	C17orf70	5.72109305454288e-8	0.00230582285355247	0.997694119935517
11228	64083	Q8NHQ8-2	Q9H4A6	RASSF8	GOLPH3	0.0000388055877839948	0.000323700476539109	0.999637493935677
27316	60491	P38159	Q9GZT8-2	RBMX	NIF3L1	1.10608655899884e-10	0.00159717828608708	0.998402821603304
27316	23196	P38159	Q9NZB2	RBMX	FAM120A	2.54748123970944e-11	0.122539605047585	0.877460394926941
27316	3242	P38159	P32754	RBMX	HPD	2.41469232930192e-15	0.000180794060319541	0.999819205939678
27316	26024	P38159	O75127	RBMX	PTCD1	4.2105694667254e-13	0.0129486962741066	0.987051303725472
27316	51335	P38159	Q9NPE2	RBMX	NGRN	5.98029194535477e-11	0.00533195269943079	0.994668047240766
27316	51067	P38159	Q9Y2Z4	RBMX	YARS2	7.4946938323272e-11	0.00864478148777149	0.991355218437282
27316	9667	P38159	Q14151	RBMX	SAFB2	2.7163765564852e-6	0.138346766330363	0.86165051729308
27316	1993	P38159	Q12926-2	RBMX	ELAVL2	6.38986215746209e-11	0.0566357379593728	0.943364261976729
